article,concreteness
"https://en.wikipedia.org/wiki/Bucha,_Kyiv_Oblast",2.746666666666666
https://en.wikipedia.org/wiki/Oberea_rhodesica,2.499166666666667
/wiki/Financial_secretary,2.4499999999999997
https://en.wikipedia.org/wiki/Operation_Desert_Badger,2.3135294117647063
https://en.wikipedia.org/wiki/Patrick_Cramer,2.8790909090909094
https://en.wikipedia.org/wiki/Troglocaris_anophthalmus,2.9238461538461538
https://en.wikipedia.org/wiki/1990_All-Ireland_Senior_Ladies%27_Football_Championship_Final,2.178888888888889
https://en.wikipedia.org/wiki/The_New_Arab,2.5736363636363633
https://en.wikipedia.org/wiki/Dougie_Padilla,2.690666666666667
https://en.wikipedia.org/wiki/Surfer_Jeff,2.382857142857143
https://en.wikipedia.org/wiki/Ramin_Karimloo,2.8891666666666667
https://en.wikipedia.org/wiki/Siege_of_Khost,2.2341176470588233
https://en.wikipedia.org/wiki/Elias_MRT_station,3.0561538461538458
https://en.wikipedia.org/wiki/HMS_Queen_Elizabeth_March,2.2744444444444443
https://en.wikipedia.org/wiki/%C5%81ajski,2.3733333333333335
https://en.wikipedia.org/wiki/Cherry_Wine_(Little_Esther_song),2.2288888888888887
https://en.wikipedia.org/wiki/Caerphilly_County_Borough_Council,2.34
/wiki/Second_Saudi_State,nan
https://en.wikipedia.org/wiki/Mary_Livermore,2.5633333333333335
https://en.wikipedia.org/wiki/VATS_lobectomy,3.1264285714285722
https://en.wikipedia.org/wiki/The_Fruit_Bowl,2.2505882352941176
https://en.wikipedia.org/wiki/2013%E2%80%9314_ISU_Speed_Skating_World_Cup_%E2%80%93_Men%27s_1500_metres,2.853684210526316
https://en.wikipedia.org/wiki/Gilles_Mayer,3.0511111111111107
https://en.wikipedia.org/wiki/Pete_Elko,2.2655555555555558
https://en.wikipedia.org/wiki/Robert_D._Durham,2.03
/wiki/Kuala_Lumpur,1.8125
https://en.wikipedia.org/wiki/Olesko,nan
https://en.wikipedia.org/wiki/10_Days_That_Unexpectedly_Changed_America,2.5445454545454544
https://en.wikipedia.org/wiki/Rhinoscapha_funebris,2.4677777777777776
https://en.wikipedia.org/wiki/Limey,2.447222222222222
https://en.wikipedia.org/wiki/Clerk,2.691666666666667
https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Zala,2.7625
https://en.wikipedia.org/wiki/Webflow,2.5933333333333337
https://en.wikipedia.org/wiki/A._Oakey_Hall,2.562727272727273
https://en.wikipedia.org/wiki/Devayani_Farande,2.2142857142857144
https://en.wikipedia.org/wiki/P._K._Michael_Tharakan,2.3247058823529407
/wiki/Protestant_Reformation,nan
https://en.wikipedia.org/wiki/Ybarra,2.5866666666666673
/wiki/Pre-dreadnought_battleship,2.6235714285714287
https://en.wikipedia.org/wiki/Urban_Investment_Partners,2.6350000000000002
https://en.wikipedia.org/wiki/Epi_ton_deeseon,2.4746666666666663
https://en.wikipedia.org/wiki/Southwark_Town_Hall,1.9259999999999997
https://en.wikipedia.org/wiki/Bohemia_in_London,2.611875
https://en.wikipedia.org/wiki/Don_Van_Natta_Jr.,2.5553846153846154
https://en.wikipedia.org/wiki/Giuseppe_Vicino,2.6613333333333333
https://en.wikipedia.org/wiki/Pau_and_His_Brother,2.4625000000000004
https://en.wikipedia.org/wiki/Marc_Wauters,2.2754545454545454
https://en.wikipedia.org/wiki/Prometheus_in_popular_culture,2.7973333333333334
https://en.wikipedia.org/wiki/Canada%27s_Pandemic_Influenza_Plan,2.072
https://en.wikipedia.org/wiki/Puredyne,2.284666666666667
https://en.wikipedia.org/wiki/Jhelum,2.4250000000000003
https://en.wikipedia.org/wiki/1999_American_Le_Mans_Series,1.922666666666667
https://en.wikipedia.org/wiki/X_Games_Los_Angeles_2013,2.339090909090909
https://en.wikipedia.org/wiki/Ajba,2.4905263157894737
https://en.wikipedia.org/wiki/Sottorealism,2.273125
https://en.wikipedia.org/wiki/Turahiya,2.223076923076923
https://en.wikipedia.org/wiki/Punahana_Assembly_constituency,2.414615384615385
https://en.wikipedia.org/wiki/2005_Harvard_Crimson_football_team,2.943636363636364
https://en.wikipedia.org/wiki/Tuskegee_(disambiguation),2.662
https://en.wikipedia.org/wiki/Hemidactylus_dawudazraqi,2.3866666666666663
https://en.wikipedia.org/wiki/Bartkowski_Dw%C3%B3r,2.2733333333333334
https://en.wikipedia.org/wiki/High_viscosity_mixer,2.583125
https://en.wikipedia.org/wiki/James_Doty,3.315555555555556
https://en.wikipedia.org/wiki/Muso_Awards,2.780714285714286
https://en.wikipedia.org/wiki/West_Jampang,2.381764705882353
"https://en.wikipedia.org/wiki/Bruington,_Virginia",2.1533333333333333
"https://en.wikipedia.org/wiki/Kopuz,_Bayburt",2.4406666666666665
https://en.wikipedia.org/wiki/Outline_of_Jewish_history,2.6533333333333333
/wiki/Art,2.2445
https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Abajo,2.792666666666667
https://en.wikipedia.org/wiki/Tibro_Municipality,2.629285714285714
https://en.wikipedia.org/wiki/First_Citizens_Bank_(Trinidad_and_Tobago),2.722142857142857
https://en.wikipedia.org/wiki/Public_domain_in_the_United_States,2.3560000000000003
https://en.wikipedia.org/wiki/John_H._Babb,2.875
https://en.wikipedia.org/wiki/Leona_River,2.4691666666666667
https://en.wikipedia.org/wiki/2005_NBA_Finals,2.2359999999999998
https://en.wikipedia.org/wiki/The_Boat_Race_1865,2.191666666666667
https://en.wikipedia.org/wiki/Abang_Okpo,2.1327777777777777
https://en.wikipedia.org/wiki/2011_Western_Michigan_Broncos_football_team,3.16625
https://en.wikipedia.org/wiki/Drop_That_Kitty,3.100909090909091
https://en.wikipedia.org/wiki/Ifeanyi_Chijindu,2.627
https://en.wikipedia.org/wiki/Both_Sides_Now_(Willie_Nelson_album),2.9312500000000004
https://en.wikipedia.org/wiki/Thomas_Stahr,2.4770588235294118
https://en.wikipedia.org/wiki/1996_Outback_Bowl,2.008666666666666
"https://en.wikipedia.org/wiki/List_of_listed_buildings_in_Straiton,_East_Ayrshire",2.7278571428571428
https://en.wikipedia.org/wiki/Tyrone_Watson,2.305454545454545
/wiki/Taiwan,2.148125
https://en.wikipedia.org/wiki/Enrique_Octavio_Trejo_Azuara,2.296666666666667
https://en.wikipedia.org/wiki/Symplocamide_A,2.157
https://en.wikipedia.org/wiki/Gobiobotia_homalopteroidea,2.6299999999999994
https://en.wikipedia.org/wiki/Constantin_Teodorescu_(general),2.1857894736842103
https://en.wikipedia.org/wiki/Philosophy,1.87875
https://en.wikipedia.org/wiki/Electoral_district_of_Mirrabooka,2.155
https://en.wikipedia.org/wiki/BMW_i,2.7929411764705883
"https://en.wikipedia.org/wiki/John_IV,_Duke_of_Bavaria",2.505
https://en.wikipedia.org/wiki/BMW,2.5189999999999997
https://en.wikipedia.org/wiki/Passover_Seder,2.2024999999999997
/wiki/Prophets_and_messengers_in_Islam,2.593
https://en.wikipedia.org/wiki/That_Means_a_Lot,2.200714285714286
https://en.wikipedia.org/wiki/Dag%C3%A2%C8%9Ba,2.6333333333333337
https://en.wikipedia.org/wiki/Munshi_Pulia_metro_station,2.661875
https://en.wikipedia.org/wiki/Philosophy,1.87875
https://en.wikipedia.org/wiki/Religion,1.983125
/wiki/Indian_Armed_Forces,2.249285714285714
https://en.wikipedia.org/wiki/List_of_operatic_pop_artists,2.6988
https://en.wikipedia.org/wiki/BMW,2.5189999999999997
https://en.wikipedia.org/wiki/BMW_i,2.7929411764705883
https://en.wikipedia.org/wiki/2019_CS_Finlandia_Trophy,2.174545454545455
https://en.wikipedia.org/wiki/1954_Joe_Fry_Memorial_Trophy,2.187777777777778
https://en.wikipedia.org/wiki/Revolutionary_committee_(Soviet),2.395
https://en.wikipedia.org/wiki/Soldiers_Delight_Natural_Environment_Area,2.55
https://en.wikipedia.org/wiki/Keene_Champs,2.5728571428571425
https://en.wikipedia.org/wiki/Illumination_(The_Pastels_album),2.926428571428571
https://en.wikipedia.org/wiki/Leixlip_Louisa_Bridge_railway_station,2.93
https://en.wikipedia.org/wiki/Chevrolet_Corvette_C5-R,2.6794117647058826
/wiki/International_relations,2.222352941176471
"https://en.wikipedia.org/wiki/List_of_members_of_the_Folketing,_2015%E2%80%932019",2.0752631578947365
"https://en.wikipedia.org/wiki/Aston,_Wem_Rural",2.7107142857142854
https://en.wikipedia.org/wiki/List_of_institutions_of_higher_education_in_Gujarat,2.061875
https://en.wikipedia.org/wiki/Ground_turkey,3.1920833333333327
https://en.wikipedia.org/wiki/Court_handball,3.5542857142857147
https://en.wikipedia.org/wiki/Remco_van_Wijk,2.822142857142857
https://en.wikipedia.org/wiki/Hayim_Hillel_Ben-Sasson,2.71375
https://en.wikipedia.org/wiki/John_Valdivia,2.4241666666666672
https://en.wikipedia.org/wiki/National_Mills_Day,2.466
"https://en.wikipedia.org/wiki/Suki_yo,_Junj%C5%8D_Hank%C5%8Dki",2.717857142857143
https://en.wikipedia.org/wiki/Antonio_Felipe,2.2692857142857146
https://en.wikipedia.org/wiki/BBC_Two_Northern_Ireland,1.84375
https://en.wikipedia.org/wiki/Jojo_Khalastra,2.2585714285714285
https://en.wikipedia.org/wiki/Tom_Blankenship,2.7525
https://en.wikipedia.org/wiki/Thomas_W._Beasley,2.578461538461539
https://en.wikipedia.org/wiki/Odesa_International_Medical_University,2.06
https://en.wikipedia.org/wiki/Public_Health_Service_Act,2.251818181818182
https://en.wikipedia.org/wiki/Mufid_Nashashibi,2.072
https://en.wikipedia.org/wiki/Azuero_Peninsula,2.4899999999999998
https://en.wikipedia.org/wiki/John_Lovick,2.403333333333334
https://en.wikipedia.org/wiki/Snakes_and_Earrings,2.462142857142857
"https://en.wikipedia.org/wiki/Indian_Hills,_Kentucky",2.356666666666667
https://en.wikipedia.org/wiki/Megorashim,2.006111111111111
https://en.wikipedia.org/wiki/Stagecoach_Group,2.3346153846153843
https://en.wikipedia.org/wiki/Lygropia_hyalostictalis,2.4569230769230774
https://en.wikipedia.org/wiki/Coleotechnites_petulans,2.4046153846153846
"https://en.wikipedia.org/wiki/Czekan%C3%B3w,_Greater_Poland_Voivodeship",2.4755555555555553
https://en.wikipedia.org/wiki/Emelie_Garbers,2.4858333333333333
https://en.wikipedia.org/wiki/San_Marino_in_the_Eurovision_Song_Contest_2020,2.390909090909091
https://en.wikipedia.org/wiki/Rhytiphora_rosei,2.3500000000000005
https://en.wikipedia.org/wiki/Alphaville_Suite,2.52
https://en.wikipedia.org/wiki/Moungoundou-nord_District,1.9425
https://en.wikipedia.org/wiki/Abstract_and_concrete,2.3800000000000003
https://en.wikipedia.org/wiki/Marco_Dimitri,2.0
https://en.wikipedia.org/wiki/Metaphysics,2.0554545454545456
https://en.wikipedia.org/wiki/Cut_Nyak_Dhien_Airport,2.778
https://en.wikipedia.org/wiki/Kaimganj,2.417857142857143
https://en.wikipedia.org/wiki/Josep_M._Armengol,2.4676923076923076
https://en.wikipedia.org/wiki/Fight_That_Ghost,2.3542105263157893
https://en.wikipedia.org/wiki/Louise_D._Clement-Hoff,3.0780000000000007
https://en.wikipedia.org/wiki/Yoruba_religion,2.1199999999999997
https://en.wikipedia.org/wiki/Mind,2.0078947368421054
https://en.wikipedia.org/wiki/Masters_M75_300_metres_hurdles_world_record_progression,2.572142857142857
https://en.wikipedia.org/wiki/List_of_works_by_Manilal_Dwivedi,2.5055555555555555
https://en.wikipedia.org/wiki/Julius_Herman_Boeke,2.4777777777777783
https://en.wikipedia.org/wiki/Henry_Martindale_(priest),1.782857142857143
"https://en.wikipedia.org/wiki/Commanding_Officer%27s_Quarters,_Watertown_Arsenal",2.554444444444444
https://en.wikipedia.org/wiki/Devonshire_and_Dorset_Regiment,1.9257142857142857
https://en.wikipedia.org/wiki/Securities_account,2.2323809523809524
https://en.wikipedia.org/wiki/Dedicato,2.5162500000000003
/wiki/Government_of_the_United_Kingdom,1.8255555555555556
"https://en.wikipedia.org/wiki/Oh,_Mr_Porter!",2.228181818181818
https://en.wikipedia.org/wiki/Levon_Pashalian,3.1262499999999998
https://en.wikipedia.org/wiki/MS_World_Discoverer,2.6108333333333333
https://en.wikipedia.org/wiki/Akiko_Kobayashi_(voice_actress),3.01
https://en.wikipedia.org/wiki/Shi%CA%BDb_an-Nur,2.6714285714285713
https://en.wikipedia.org/wiki/Harlow_Wilcox,3.6975
/wiki/Arab_nationalism,1.9884615384615385
https://en.wikipedia.org/wiki/SS_Martti_Ragnar_(1934),2.5523076923076924
"https://en.wikipedia.org/wiki/Palazzo_della_Ragione,_Milan",2.390909090909091
https://en.wikipedia.org/wiki/Laura%C3%ABt,2.3091666666666666
https://en.wikipedia.org/wiki/Cycle_World,2.1253333333333333
https://en.wikipedia.org/wiki/Daniel_G._Rollins,nan
https://en.wikipedia.org/wiki/Lyc%C3%A9e_Martin_Luther_King,2.592
https://en.wikipedia.org/wiki/B%C3%A9ni-A%C3%AFssi,2.33
/wiki/Chinese_economic_reform,2.0246666666666666
https://en.wikipedia.org/wiki/Electoral_results_for_the_district_of_Korong_and_Eaglehawk,2.2858823529411763
https://en.wikipedia.org/wiki/The_Conceptual_Framework,2.356315789473684
https://en.wikipedia.org/wiki/Pelham_Islands,2.5531249999999996
"https://en.wikipedia.org/wiki/Arthurdale,_West_Virginia",2.189333333333333
https://en.wikipedia.org/wiki/Kadoorie_Conservation_China,2.0300000000000002
https://en.wikipedia.org/wiki/Thomas_Gayford,2.2640000000000002
https://en.wikipedia.org/wiki/Nicholas_(Yarushevich),2.48
https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets,2.6763157894736844
https://en.wikipedia.org/wiki/John_McGovern_(politician),2.6500000000000004
https://en.wikipedia.org/wiki/1943_Hawthorn_Football_Club_season,2.18375
https://en.wikipedia.org/wiki/Bonnie_R._Cohen,1.92625
https://en.wikipedia.org/wiki/Wudang_Road_Subdistrict,2.004
https://en.wikipedia.org/wiki/Charles_E._Kilbourne,2.512
https://en.wikipedia.org/wiki/Medlicott_Dome,2.8188235294117647
https://en.wikipedia.org/wiki/Rebecca_Fromer,2.5599999999999996
https://en.wikipedia.org/wiki/Lawbreakers_(TV_series),2.336666666666667
https://en.wikipedia.org/wiki/Combat_shotgun,2.82
https://en.wikipedia.org/wiki/Colman_Treacy,2.2575000000000003
https://en.wikipedia.org/wiki/Appling_v._Walker,2.306875
https://en.wikipedia.org/wiki/Baggara_cattle,2.654705882352941
https://en.wikipedia.org/wiki/1932%E2%80%9333_Arsenal_F.C._season,2.783888888888889
https://en.wikipedia.org/wiki/Richard_Harris_(television_writer),2.406111111111111
https://en.wikipedia.org/wiki/1892_in_Norwegian_music,2.5064285714285717
https://en.wikipedia.org/wiki/Sami_Kivel%C3%A4,2.4099999999999997
"https://en.wikipedia.org/wiki/Bourton,_Vale_of_White_Horse",2.570625
https://en.wikipedia.org/wiki/TinkerPlots,2.767894736842105
https://en.wikipedia.org/wiki/Hindustan_Antibiotics,2.351538461538462
https://en.wikipedia.org/wiki/Martin_Hasse,3.4850000000000008
https://en.wikipedia.org/wiki/Excelsia_College,2.5958333333333337
https://en.wikipedia.org/wiki/Submergence_(novel),2.4523809523809526
https://en.wikipedia.org/wiki/The_Campus_Vamp,2.539166666666667
https://en.wikipedia.org/wiki/Committee_Against_Torture,2.554285714285714
https://en.wikipedia.org/wiki/Zeitgeist_(film_series),2.3005
https://en.wikipedia.org/wiki/Wolofal_alphabet,2.1271428571428572
/wiki/Southern_Football_League,2.389090909090909
https://en.wikipedia.org/wiki/Fontenay-pr%C3%A8s-V%C3%A9zelay,2.448
"https://en.wikipedia.org/wiki/Karwowo,_Kolno_County",2.6554545454545453
/wiki/Ethics,2.0523529411764705
"https://en.wikipedia.org/wiki/Edward_Portman,_9th_Viscount_Portman",2.4375
https://en.wikipedia.org/wiki/Florida_Senate_Majority_Office,2.0900000000000003
/wiki/Ayyanthole,1.999230769230769
https://en.wikipedia.org/wiki/Khalaf_al-Bazzar,2.046666666666667
https://en.wikipedia.org/wiki/Liparoo,2.36
https://en.wikipedia.org/wiki/Harry_S_Truman_State_Park,2.7572727272727273
https://en.wikipedia.org/wiki/Road_speed_skating_at_the_2017_World_Games_%E2%80%93_Women%27s_200_m_time_trial,3.030666666666667
https://en.wikipedia.org/wiki/Bruce_Hampton,2.689
https://en.wikipedia.org/wiki/Marcus_Aurelius_Marius,2.3723076923076922
https://en.wikipedia.org/wiki/E._T._Hooley,2.1849999999999996
https://en.wikipedia.org/wiki/Langeskov_Municipality,2.572857142857143
https://en.wikipedia.org/wiki/2016_VTB_United_League_Playoffs,2.4825
https://en.wikipedia.org/wiki/Chilean_cruiser_Presidente_Pinto_(1890),2.717142857142857
https://en.wikipedia.org/wiki/Dayanand_college,2.186923076923077
https://en.wikipedia.org/wiki/2013%E2%80%9314_Bemidji_State_Beavers_women%27s_ice_hockey_season,3.2020000000000004
https://en.wikipedia.org/wiki/G3_Misa,2.4184615384615387
https://en.wikipedia.org/wiki/Halls_Gap_Zoo,3.06
https://en.wikipedia.org/wiki/Edgar_Saltus,2.33
/wiki/Barbados,2.1789473684210527
https://en.wikipedia.org/wiki/Linda_Orange,2.4646153846153847
https://en.wikipedia.org/wiki/Malaysia_women%27s_national_volleyball_team,3.027272727272727
https://en.wikipedia.org/wiki/Just_an_Old_Fashioned_Love_Song,2.526875
https://en.wikipedia.org/wiki/The_Proposition_(2005_film),2.783846153846154
https://en.wikipedia.org/wiki/Nikolay_Kharitonov,2.4371428571428573
https://en.wikipedia.org/wiki/Ole_Gr%C3%B6nsberg_(pastor),2.64
"https://en.wikipedia.org/wiki/Archibald_Primrose,_4th_Earl_of_Rosebery",2.191666666666667
https://en.wikipedia.org/wiki/William_McKinney_(disambiguation),2.6771428571428575
https://en.wikipedia.org/wiki/Medard_W._Welch_Award,2.3249999999999997
https://en.wikipedia.org/wiki/2010_Machil_encounter,2.26
/wiki/Afghanistan,2.3115384615384618
https://en.wikipedia.org/wiki/Pedoulas,2.276923076923077
https://en.wikipedia.org/wiki/Robert_Baillie_(priest),2.30625
https://en.wikipedia.org/wiki/Marketa_Kimbrell,2.7233333333333336
https://en.wikipedia.org/wiki/Zimbabwe_at_the_2008_Summer_Paralympics,3.0924999999999994
https://en.wikipedia.org/wiki/Paramonoxenus_tuberculatus,2.4016666666666664
https://en.wikipedia.org/wiki/Menands_Manor,2.664666666666667
https://en.wikipedia.org/wiki/Da_Band,2.6346153846153846
https://en.wikipedia.org/wiki/Gaston_Allemane,2.11625
https://en.wikipedia.org/wiki/Stare_Kobia%C5%82ki,2.5279999999999996
https://en.wikipedia.org/wiki/Schmitzer,2.4133333333333336
https://en.wikipedia.org/wiki/All_for_Australia_League,2.019285714285714
https://en.wikipedia.org/wiki/Militsiya_hour,2.21
https://en.wikipedia.org/wiki/Kawasaki_Ki-45,2.6444444444444444
